owner_id,car_make,car_model,mileage,year,engine_size,transmission,created,description,price,fuel_type,seats,torque,image_1,image_2,image_3,image_4,image_5,image_6,id
bob,Chevrolet,Tahoe High Country,50000,1999,6200 cc,automatic,2026-05-17 16:45,This is a great car!,76700,Petrol,7,624,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a718-446655440009
bob,Chevrolet,Tahoe Midnight Edition,50000,1999,5300 cc,automatic,2026-05-18 16:45,This is a great car!,65500,Petrol,8,519,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a719-446655440000
bob,Chevrolet,Tahoe Sport Edition,50000,1999,6200 cc,automatic,2026-05-19 16:45,This is a great car!,70000,Petrol,7,624,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a719-446655440001
bob,FERRARI,SF90 STRADALE,50000,1999,3990 cc,automatic,2026-05-20 16:45,This is a great car!,1100000,Petrol,2,800,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a719-446655440002
bob,FERRARI,F8 TRIBUTO,50000,1999,"3,900 cc",automatic,2026-05-21 16:45,This is a great car!,280000,Petrol,2,770,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a719-446655440003
bob,FERRARI,812 GTS,50000,1999,6496 cc,automatic,2026-05-22 16:45,This is a great car!,350000,Petrol,2,718,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a719-446655440004
bob,FERRARI,PORTOFINO,50000,1999,"3,900 cc",automatic,2026-05-23 16:45,This is a great car!,210000,Petrol,4,760,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a719-446655440005
alice,Ford,Mustang,50000,1999,"5,000 cc",automatic,2026-05-24 16:45,This is a great car!,60000,Petrol,4,570,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a719-446655440006
alice,Ford,Ranger,50000,1999,"2,000 cc",automatic,2026-05-25 16:45,This is a great car!,40000,Diesel,5,500,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a719-446655440007
alice,Ford,Escape Plug-in Hybrid (2024),50000,1999,"2,500 cc",automatic,2026-05-26 16:45,This is a great car!,38000,Hybrid,5,210,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a719-446655440008
alice,Ford,Bronco,50000,1999,"2,700 cc",automatic,2026-05-27 16:45,This is a great car!,45000,Petrol,5,542,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a719-446655440009
alice,Ford,Explorer,50000,1999,"3,000 cc",automatic,2026-05-28 16:45,This is a great car!,55000,Petrol,7,563,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a720-446655440000
alice,GMC,Terrain,50000,1999,1500 cc,automatic,2026-05-29 16:45,This is a great car!,29900,Petrol,5,275,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a720-446655440001
alice,GMC,Acadia,50000,1999,2000 cc,automatic,2026-05-30 16:45,This is a great car!,36800,Petrol,7,350,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a720-446655440002
alice,GMC,Yukon,50000,1999,5300 cc,automatic,2026-05-31 16:45,This is a great car!,57400,Petrol,8,519,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a720-446655440003
alice,GMC,Yukon XL,50000,1999,6200 cc,automatic,2026-06-01 16:45,This is a great car!,61100,Petrol,8,624,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a720-446655440004
alice,HONDA,PILOT,50000,1999,"3,471 cc",automatic,2026-06-02 16:45,This is a great car!,40000,Petrol,8,360,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a720-446655440005
alice,HONDA,CIVIC HATCHBACK,50000,1999,"1,498 cc",automatic,2026-06-03 16:45,This is a great car!,26350,Petrol,5,300,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a720-446655440006
alice,HONDA,CITY,50000,1999,"1,497 cc",automatic,2026-06-04 16:45,This is a great car!,15400,Petrol,5,145,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a720-446655440007
alice,HONDA,CIVIC,50000,1999,"1,996 cc",automatic,2026-06-05 16:45,This is a great car!,20400,Petrol,5,400,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a720-446655440008
alice,HYUNDAI,I10,50000,1999,"1,197 cc",automatic,2026-06-06 16:45,This is a great car!,12400,Petrol,5,120,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a720-446655440009
alice,HYUNDAI,I20,50000,1999,"1,396 cc",automatic,2026-06-07 16:45,This is a great car!,15400,Petrol,5,250,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a721-446655440000
bob,Jaguar Land Rover,Jaguar F-Type P450 AWD,50000,1999,5000 cc,automatic,2026-06-08 16:45,This is a great car!,90000,Petrol,2,600,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a721-446655440001
bob,Jaguar Land Rover,Jaguar F-PACE P400e Plug-in Hybrid,50000,1999,1999 cc,automatic,2026-06-09 16:45,This is a great car!,75000,Petrol,5,640,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a721-446655440002
bob,Jaguar Land Rover,Jaguar F-Type P300 Coupe,50000,1999,1999 cc,automatic,2026-06-10 16:45,This is a great car!,60000,Petrol,2,400,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a721-446655440003
bob,Jeep,Wrangler,50000,1999,3600 cc,automatic,2026-06-11 16:45,This is a great car!,35195,Petrol,4,353,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a721-446655440004
bob,Jeep,Wrangler Rubicon,50000,1999,2000 cc,automatic,2026-06-12 16:45,This is a great car!,42100,Petrol,4,400,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a721-446655440005
bob,Jeep,Grand Cherokee,50000,1999,3600 cc,automatic,2026-06-13 16:45,This is a great car!,41530,Petrol,5,352,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a721-446655440006
bob,Jeep,Renegade 4xe,50000,1999,11.4 kWh,automatic,2026-06-14 16:45,This is a great car!,44500,Hybrid,5,270,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a721-446655440007
bob,Jeep,Wagoneer S,50000,1999,100 kWh,automatic,2026-06-15 16:45,This is a great car!,80000,Electric,5,850,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a721-446655440008
bob,KIA,SPORTAGE 2024(SX TURBO AWD),50000,1999,1998 cc,automatic,2026-06-16 16:45,This is a great car!,40000,Petrol,5,400,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a721-446655440009
bob,LAMBORGHINI,HURACAN STO EVO,50000,1999,5204 cc,automatic,2026-06-17 16:45,This is a great car!,342000,Petrol,2,565,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a722-446655440000
bob,LAMBORGHINI,AVENTADOR LP 780-4 ULTIMATE ROADSTER,50000,1999,6498 cc,automatic,2026-06-18 16:45,This is a great car!,573000,Petrol,2,720,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a722-446655440001
bob,MAHINDRA,XUV500,100000,1999,2179 cc,automatic,2026-06-19 16:45,This is a great car!,18400,Diesel,7,400,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a722-446655440002
bob,MAHINDRA,SCORPIO,100000,1999,2179 cc,automatic,2026-06-20 16:45,This is a great car!,16400,Diesel,7,280,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a722-446655440003
bob,Mazda,Mazda2,100000,1999,1500 cc,automatic,2026-06-21 16:45,This is a great car!,18400,Petrol,5,142,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a722-446655440004
bob,Mazda,Mazda3,100000,1999,2000 cc,automatic,2026-06-22 16:45,This is a great car!,18400,Petrol,5,213,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a722-446655440005
bob,Mazda,Mazda3 Hatchback,100000,1999,2500 cc,automatic,2026-06-23 16:45,This is a great car!,18400,Petrol,5,252,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a722-446655440006
bob,Mazda,Mazda6,100000,1999,2500 cc,automatic,2026-06-24 16:45,This is a great car!,18400,Petrol,5,420,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a722-446655440007
bob,Mazda,CX-3,100000,1999,2000 cc,automatic,2026-06-25 16:45,This is a great car!,18400,Petrol,5,197,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a722-446655440008
bob,MERCEDES,BENZ GLE 53,100000,1999,2996 cc,automatic,2026-06-26 16:45,This is a great car!,71000,Petrol,5,620,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a722-446655440009
bob,MERCEDES,BENZ S-CLASS S 350,100000,1999,1991 cc,automatic,2026-06-27 16:45,This is a great car!,90000,Petrol,5,500,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a723-446655440000
bob,MERCEDES,BENZ EQS 53,100000,1999,100 kWh,automatic,2026-06-28 16:45,This is a great car!,102000,Electric,5,950,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a723-446655440001
alice,MERCEDES,BENZ MAYBACH S 680,100000,1999,5980 cc,automatic,2026-06-29 16:45,This is a great car!,200000,Petrol,5,1000,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a723-446655440002
alice,Mitsubishi,Mirage,100000,1999,1200 cc,automatic,2026-06-30 16:45,This is a great car!,200000,Petrol,5,100,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a723-446655440003
alice,Mitsubishi,Mirage G4,100000,1999,1200 cc,automatic,2026-07-01 16:45,This is a great car!,200000,Petrol,5,100,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a723-446655440004
alice,Mitsubishi,Outlander,100000,1999,2500 cc,automatic,2026-07-02 16:45,This is a great car!,200000,Petrol,7,245,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a723-446655440005
alice,NISSAN,ALTIMA,100000,1999,2488 cc,automatic,2026-07-03 16:45,This is a great car!,25000,Petrol,5,380,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a723-446655440006
alice,NISSAN,MAXIMA,100000,1999,3498 cc,automatic,2026-07-04 16:45,This is a great car!,35000,Petrol,5,354,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a723-446655440007
alice,NISSAN,SENTRA,100000,1999,1998 cc,automatic,2026-07-05 16:45,This is a great car!,20000,Petrol,5,240,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a723-446655440008
alice,NISSAN,ROGUE,100000,1999,2488 cc,automatic,2026-07-06 16:45,This is a great car!,28000,Petrol,5,270,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a723-446655440009
alice,NISSAN,PATHFINDER,100000,1999,3498 cc,automatic,2026-07-07 16:45,This is a great car!,35000,Petrol,7,351,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a724-446655440004
alice,Peugeot,208 PSE,100000,1999,1598 cc,automatic,2026-07-08 16:45,This is a great car!,45000,Petrol,5,360,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a724-446655440005
alice,Peugeot,308 PSE,100000,1999,1598 cc,automatic,2026-07-09 16:45,This is a great car!,55000,Petrol,5,520,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a724-446655440006
alice,Peugeot,508 PSE,100000,1999,1598 cc,automatic,2026-07-10 16:45,This is a great car!,60000,Petrol,5,520,Placeholder_00001.jpg,Placeholder_00002.jpg,Placeholder_00003.jpg,Placeholder_00004.jpg,Placeholder_00005.jpg,Placeholder_00006.jpg,550e8400-e29b-41d4-a724-446655440007
